n00000	MA==
n01531	MTk0ODk3ODE4NjM4MTA3NDc0NTU3MDMwNTYzMTg4MjE4NzQwNzUxMjQzODc4ODE3MzM1MTk3NDQ2NjA5OTAzMjMzNDgyNDQuMjA5NjE1ZTM5
n01532	Mjg0NDQ4MzA0NzYxODU0MjY4MDM3Mzg3MDU2NzY4NzU3NjU2NDQzMTQ5ODczMDY3MzcuMDcyNTFlLTEx
n01533	LTAyNzQxMS44MjM1MTcwNmUtNQ==
n01534	LTE0MzY0OTk0NDE4NTUwMzM1ODUyNzE0NTI4OTQ4ODYyODQ2NTQ2NDEuODUwMjg3ODU0MDA5NjAxNjYxNzIyMTYwNDI1ZTA=
n01535	LTQ2ODA1MDY2NTkyODgzNjAyMjM0MzMxODg3ODQ0ODU3ODMuODQ4ZS0xOA==
n01536	MDc1MDU1MDQzNDkwOTU0OS5lNDc=
n01537	LTIyMDczOTM1LjM0Nzc5OTQ5ODMxMTcyNDk0NDU0OTgzNzVlLTEz
n01538	OTM3Nzg3LjgwODM4MjczNzc4NDgzMzI3NDgyMTU3MDE5ZS05OQ==
n01539	Ljk1NjgyNDgyOTg0NDc1NzY3NDgwNTkyNTYwMTkzNjA2NzMyMzU0MTQ1OTE1MTIyOTUxNzM5NjM2NDI0OTQ4OTMyODM2NTQzODc1ZTc3
n01540	LTA2LjgxMjMxMzc1ODg4NDhlNjI=
n01541	LTk5MDU5NjE1LjM0ODA0MzU4NDc2MzUwNDY1NTI1ODAwNTU3ZS03MQ==
n01542	OTU0Mzk3MzYyNjczMzMwMjQ2MTIxNTk1NzgxNTY4MDIwOTQ4NTkzMzY0ODIxNTUyODU4OTAwNTQ4MTAxNjEwNjYwOTAxNDQ0NDMuZTQw
n01543	LTQ1LjE2MzAyNzQ2MjU4ODAyMTMyODc2ODQ0ODUwNTk1ODY5NDI4M2UtODQ=
n01544	LTQ4ODgwMzc2NS4wNDI0MjIzOTkyMTU2MDYwNDg2NTk0ODQ2MDUyNTAxMTA4NTA5MTZlLTcx
n01545	MS43NTk4MDI5MTIyMzkxNTMxNzg1NjA5ZS04MA==
n01546	NjU2OTk5MDIzOTEyMzU4ODM1MjExOTY5MzA4NjI5MjIxLjJlNzg=
n01547	NDExNzE5OTgwMTY4MDE0OC45MjU2ZS01NA==
n01548	MDUwODEzNDQ1MTM2ODI5NTk2OS4yOTk2MzM2MDE4NjExODc3NTMxNjEwM2UtNTQ=
n01549	NjA2NTM2Mzk3NzEyNzg5MTEwNDk2MDg3NDMzNjg1NDM4OTY3MjQ0OTgzMDE2MzgyNS4xODQzMDY5ODU2MzQyZS02MA==
n01550	LTMwNzcxNDYxMTY5ODQyNzIwNjYzNjU1OTQzNDIxNjYyNzkxODk5MDA3MC4zMTg2ZTI0
n01551	NzA5Ny40MDc4NzA2MDQ5MTUzNDAwNjU3NTE0MTM1NDc0NDgzMjY3MTYwNzMxOTk5OTA5MjAyODcxMzJlODY=
n01552	LTkzMzY1Nzg4MTUwMTI2OTczNTguNDY2ZTk0
n01553	NjkxNDIyOTYzODM2Mzc1OTk2NDk3MTQzLjY5NTEzODEwODU1NzUxNzQ2MDYyNzMxODY5Nzc2NzhlLTg=
n01554	MDQuZTU4
n01555	LTc5ODA1MTE2NzA3MjE5LjkxNDk4NzgwMzMzMzU0NjU3MzMwOTYyNzE2MTA4NTI2MzU1MzA0MzgwMzU0NTYwMTQ3MDA3NTA1OWUtMg==
n01556	LS41NDc5OTYwODEwODAxMTA4OTY5MzEwNDY2ZTgy
n01557	LTYyLmUtNjc=
n01558	LTU1NDMxMTYyMjYyMDg2NzI1OTEzNTE2ODc2NDYyMjMyMDc2ODQ4ODIzNDIzNDg5NTMwMzAzNzk4NTQ5LjU2NjY0NjRlMg==
n01559	LTgwNTQ5Njg0NjIyMjY1MDg1NjE4NDM5NTgyODU2NzczMTA3MDI2MTgzMjkwNzY1OTg3NzgwMDAzODcyOC41NzU0MDhlMTQ=
n01560	NzU1ODc0MTkuMmUtMTAz
n01561	MjM3MjQyODM5MTMxMDE3NDg3OTc4NTQ3NDA0OTI5ODMuOTQ3ODc5ODE5MzcxNTE2NGU1Ng==
n01562	OTkwNTY1ODE3Njg5MDMyODM5OTc2MDI4MTI4NTY3NDg1MDA4MjU3NTQ3NTIwNDMzMTgwMTA2NDkwOTYuNjI2NjdlLTExNA==
n01563	LTU2NjAzMDEyNTExMzEwMzA1MC44MDU2NzUyMzAwNzQzODc2MjBlLTIz
n01564	NjkwNzUzODkxNjE0OTk3NDEwNDU4NjE2ODE1MDA0MTMwNDA0MDkuNzE5Mjg0MDQ3ZTg=
n01565	LTcwOS41MzYyZS0yNQ==
n01566	MTUwNjY2NDkwOTE5Nzc0MzU1MDQ1MjAyOTQ0ODAuNzk4NTMwMjg1MTI3OTY5NjI3MzUyNTI1MzAxMDA5NzAwMjdlNTA=
n01567	MDI1OTM5Ny41ODE5NjUzNDU5NDk4MDNlNDU=
n01568	NjQxNjc5Mzk4MTEyMjQzOTc3LjMwMTAyNTUxMTM1MDQ1MDQ2MDk4MTYxMjkwNjZlLTI2
n01569	LTAzMjU4MzM5NzUuMzI1NTYzOTQ1NTYwMWUtNzY=
n01570	LTkxLjZlLTI0
n01571	LTQ5ODIwNzE1NDQwODA3MDc5MjkzMDE0NzU2MTE3NTk1MzE4NjI1OC41Njk0NDYyNzMwOTAxMzI3MTQwODAxNzYwNTg5NzYzMjExNjJlMjg=
n01572	LTIzMjMuNDQ5NTc0MzUyOTY3MDY5ZS04
n01573	NjI2MDM4ODA4MjA3MTMyMjQyOTI5NTQwNjI1NjI3MDY3NzM1MTA1NTI5MDExMTc0OTM3MzEyNzkxMzQ1NjMyMjU5NDIuMDkxNjc0OTQzNDVlLTQw
n01574	OTE0MjgxMTk1OTQyMzM5MTk2NTk3NjgxMjExODI1MDYzNDg4NjE5MjE0ODMxOTAuNTI3NjU1NzA1OTE5NjYzZTI=
n01575	My41ZTQ5
n01576	LTgwNDA0LjZlLTg3
n01577	ODczLjY4ZS01Mg==
n01578	LTY3MDU1NTI4NjYwOTI2LjExMjA2NjUxNjNlLTkz
n01579	LTgzMDcxMzAxNzAwNzA1NTgxMTI0MjYuNTc1ZTMy
n01580	LTExNzUwMDYwNjE0OTUzLmU2OA==
n01581	LTc5NjI1NzA3OTI5NjEwMzQuNzA4MDQzMzI5NTQzMTgwMDYzNjE4ZS01OQ==
n01582	LTcxMzk2MjMxOTg0NjM3NzM0MTY5NzM0Mzg4NjgzNTI0MTk2NzUyMTgzMjIyOTczMDY5NzI1NDM4NDM0ODMuNjZlMw==
n01583	LTIzOTU2NDY1Ny4xZS03
n01584	OTgzNjcxOS44MTk3MzgwNTgwMjQyMjEzNTgwMTg4MjMzOTQwMTkxMjczODk0MDI3NTAzMTk0ODU4ODU4ZS03MA==
n01585	NDkwMjQ0MTIyNzM2ODg4NjY1NzEyNDkzNDIzMzUwMzU3MDUxMDQ5MzkzMTAwNDE2NTcwNjMxOTg2Nzg1NDU3ODUxNDguNDk4ODdlLTIz
n01586	Ni4zMTc2Mzg0MTY3ZS0zMA==
n01587	MjI4MDA5MS44MjM2MzgyMzQwNTgzMTg4MDAyNzM4NjI3NjU2OTQ2NTYxOWUtODQ=
n01588	LTMxNDU1MzE5NzAwMzA4NDE3OTc3NDY5NTI4OTgxMzI0Njc3LjYwODQzZTU2
n01589	LTQwOTI5MzYuNjU3MjE5OTU1MDU5NDczODgzOTc5Njc2OTA3NjUyNzEwNDA4OTQ3MzU5ODM5NzU5NjgyMzIzMDgwODJlNjQ=
n01590	NDA3MjAwNjUyMzM5Njk2NTk2ODI1MjMwODUxNDU5OTguNjRlLTEwNA==
n01591	NTkwNTY2MDMzMjIyODIuNTllNzY=
n01592	LTQ4NDI1OTU2NTcxNjAuOTk3NDY2NTU0Mzc3NzYxMzI5OTQ3OTU3MzE0MTQyNzYyNzkxODkwOWUtMTQ=
n01593	Mi4wOGUx
n01594	MzkzMDU5MTk2Njc1OTY0NTY2OTM5NjIzNjc2NjI3ODYzNzEzOTQxODE1MzEyLjkwNzMxNzIyNDU1ODFlLTgz
n01595	LTA3MTA3NDQwMjcwNTIzMy4wODc5OTU3MjllLTg4
n01596	LTA2MDYyODA1MDY5NzU3ODA2OTQ3NTQwNDg2NTY4NDM0OTQwMjI2NzA3NzA4LjM3MTcyMzc2MTM5NjA4MTk2OTg5N2U5Nw==
n01597	LTA5NDUzNjU2MTc0NTg1OTI0MzM5ODc5ODcyNzQ4LjUyNzI3MTE2ODIxMjM3ODkwMjM4OTc2Nzg1MzVlLTE3
n01598	ODY0NDkuMjc5NzYwNzYxMDc5NjgyNzc0MDAzNzI3ODc3NDczNDY1NzYyOTkzMjc0NzYyNjQ0NjIwNDI0NTc1MDQ0NTM5M2UtNDU=
n01599	LTMuNWUtNDY=
n01600	NzcyMTc4Ni40Mjk5MDIyMDY5MTAxZS02MQ==
n01601	NDM0NjUxNjY4MDM5MDYxNzE0MTU3NDcuODU1NjEwNzM0NDYzMTMxMzM1MzUyMzc2MDYzNDY4NTAyODE3MjQ1NzMwOTU3ZTY5
n01602	NTMxMjI2NDY0NjA0MjAzOTM3MzgwMTg5MjMzLjQ4ZTE1
n01603	NzY5NTI3NDE4NjkwNDY4MTI0Njc4NjI2Nzc3NTgxLjUwNTYwNTg5OTM2NDQ4NTc0OTI2MzUzMTczNzA0ODJlODg=
n01604	LTA0MTQ4NjAyODEuZS01MQ==
n01605	LTA2NTg4OTAyMTE1NTYzOTMxMTEyMTA5ODQyOTA4MTExNTEwOTI1MzUuNzExNzcwODMxNjY5MTc2NjQyODE3NDE2MDU3N2UtMTE2
n01606	LTI1OTEzOTU5MjE1MzI0ODkuMDE3MDgyODYzNjc2NjQzNjkzNzIzMTU4MTg3MDczMzEyNDhlLTQ0
n01607	ODU4MTQ4MTEyLjc2OTIzNTc4NDY4MzczMjEyMTU4NTk2MDg2ZTIy
n01608	Mjg4NjYzOTk5MTczODE5NTE5LjQ2NTIzOTA3Nzk3NWUtNQ==
n01609	LTExMDY3NjE5Nzk0NjExMTMyLjE4MTQzMDU4MzMzMzI5ODYzNjgxODQ0NTU2N2U4NA==
n01610	LTYzMDg2MTQuNjMyOTgwODg3NjExMTg3NzIxMzBlMTI=
n01611	MC40MzUzMzAxOTc3MDU0NTEwOTg5NDAyOGUtNjM=
n01612	ODc5OC4zMzM3NTFlNTc=
n01613	LTgzMzMxOTMwMjU2MjUxMTY0NTYuMjAyNzI5NDAzNjEzMTI3MTAwMzJlLTEw
n01614	LTIwMzY4NzQyMjg0MDk1MjY4Mzc0OTE0NDUyMjI2OTE5MzQ0MzU5Mjc5Ni5lLTk4
n01615	ODExMDc2NDE1MC45MTQ3MjE2NTA1ODUyODg0Njk4MDMyODgzMDUxNTYzNTM5MzU5NDU4NDQ1NzQ1MTMwMDk0MjI1Mjc3OTE4NTU2ODVlNzA=
n01616	LTIwMTg5OTczNjA2NTY1MzY4NDYxNTEwODE0NTAzOTcwMzY4MDM3OTIxMTA1NTI4Ni4zNTUxNWU1MA==
n01617	LTM0MDMzOTg2OTU2MzQ5LjcwMzkxMDk1Mjc1NjA2MDE3ODUxNjQ4NjMyODY4NDcyMDI3NTA2MDhlLTc3
n01618	LTAyNTMzMjIyNjI2NDAyOTMzMzY4LjE0MjAwODIyZTA=
n01619	OTY5MzQxOTY3NTU3MjkzNzIuNDM0MjY0MjQzMjU2MjAxMTcyNjE1NTU4MjgxZTYx
n01620	Mjk1MzI0LjA4ODY5NDg1OTA4MzQzMDQ2ZTE2
n01621	LTI5MDkzNjQwNjkwNDcwMjYzODAzNjQyMDI3NjM1ODUwMzQ3MC4wMDE0NDMyMTE4MTMzZTIx
n01622	MzMxMDMyMjIyNzQxNzA5NTAyMzY4LjE0MDg4MTYzNjU1NTgxOTAwNzQ5Njc0MzA0Njg5ODAzMzQ5MTY3Njc3Njc2NjA1NzA2NDYzMTQ2NDk4ZTU=
n01623	LTQzMjU3ODAuNTMxODgyNzcxNWUtMTE2
n01624	LTc1NjA1ODc0Mjg3MDQyMDI2Njk0OTMxMDU5OTgyLjU4OTMxNTU1OTI5MjM0MDAxMDAyZS04MQ==
n01625	LTgzNjY1LjFlLTk2
n01626	LTM2MjEzMDE5MDgxMTE1MTU0ODU3NzYzMTE3NzY2NDI4NjQzOTI4MTU2MjkzMTcyMTg3MjMwMzE5MDU3LjU2ODYyMjQzNDA3Njc1Njg1NjY5ZS00OQ==
n01627	LTAwOTA0MzU3MTE4ODU1MTI4NzgzMjgyMTU0MDA4ODcwOTgzMjAxMjY3Njc4MzY1MjIwLjk2MTU3MzM5MjU3MjNlMzk=
n01628	LTEuMzcxZTUw
n01629	NTk1MDc3OTMuOTI2Nzk5OTI3MTcwOTY4NTE5ZTM3
n01630	NzA2MTIyMjQxODU2MDczMjM5NjI1NTcwNzU2NDk1NTM1NTUyMjYwMS45OTEyNDI5MjcwNTI2MzEyMGU4OA==
n01631	ODQwNzA1Mjg2NTEzODM2MTc4LjA4OTQwZTcy
n01632	LTg5MDM4LjIxNDQ2NDc3Njk0NDI1ODMyODk0Mjk1ZTc3
n01633	NDcyNzgyNjUyODUxMDIwMzIuMzA0ODA1MTk4MTM1ODM0MTg5NjA2MTA2NDIwMDQ5NjYxNTM1Nzc1MDM3MGUtMTA0
n01634	ODQ3NTc5ODA3NzA0MzI0NjQuMDcyNTIzMjE1ODYwMjY0NDYxMDIyMjcwNTI2ODcwNDg4NDk2NTA3NzE4NzcyMzg1NTc2MDM2NmUxNw==
n01635	LTUxNTYwMjQ0ODk5NDQ1NTA4MDQzMS4wMzEyNDcxMDQxOTg0MTI0NDQyNTkxMjcxNTI2MDA1NjAwNWU4OQ==
n01636	LTIxNTQuMzMxMzMwNDkyMDk5NjgxMzI3MWUtNDQ=
n01637	LTkxNjI5ODMxOTIyMDk0NTUyNjI3MzQwNTY3ODg1NC4wMDg1NDg5OTI4MzM3NzQxNTkyMmU4OA==
n01638	MzEwMTIwMjM2NzM4NDAyNTU0LjY4MDcyZS0yNw==
n01639	MzE1MTM1MTEuNjU2MDA4MzllLTM4
n01640	LTAyMzM0MjUyODYyMTk3MzE1NTA4ODg5Nzk3MTMwMTMzODk0ODA1LjYzOTc0ODkzNTM0ZS0zOA==
n01641	MjM3MzM3MTQ2OTQyLjkzOTYwOTkzNDU4NzQ2OTA1NTk2MDAyMDE1NjkzZTQ4
n01642	Nzg1MDIzNDU2Mzk5MTcyOTA3Mzg0Mjg0MzM1Ni4xNDU4NGUtNDQ=
n01643	LTE2MjMyNzAwMDEzMzkwMDU1MDk4Ni4xMjdlLTQ1
n01644	NjYxMzM4NTY0MjcxOTU5MzcwLjI3ODczMTk4ZTM2
n01645	NDkxNzc4NDcuNzI2MjUyMTI4MTAzMzU2NzEwNzYwMTA1NDMzMTJlLTQ2
n01646	NzA4Ljk5Njg3NTY1OTEzNzM4MzU1Mjg0ODM1NzM4ODc2NDIyNzQzODQyNTg3MTA1ODY3OTMzNjgzOTA5MDYwMTA1MjA2NjI3NTM1NTIzMGUtNzU=
n01647	LTUyNzc3NzQuNTcwODI4Mzk2Njk1MDA0MDgzZTY=
n01648	LTQ3MjQuNjY1Mjc4OTA1ODcyNzdlNjc=
n01649	MDgwMTE5NDg3ODk4Mjg3OTAxMzM0NzAwOTQ4MzU1NjA0NTgxMzQ1OTgwMDMxLjY0NDhlLTg5
n01650	MjcxLjgwMjI0NTYzMjU4NDNlLTUw
n01651	LTUxMzIzMzYuMjQ5NzU1NTc0NzgyNGU3
n01652	LTM5NzA5NjU4OTEwNC45MTkyMzNlLTkw
n01653	LTgxNTA1NC4xMzc3MjI2MTU0MzYzNjcyMjYzNDA4NzU1NDE0MzQyMTAyNTQzOTExMDJlMjg=
n01654	LTA0ODQzNjg3LjUzNzM0NjcwMTgzOTcwODcwMzI2ODg2MjVlLTg=
n01655	Nzk0Njc2My4wNDU5Njk5ODQwODAyMjk4NjI2NjMxMzg1NjA5NTM1ZS04OQ==
n01656	LTQ0OTYwMTQwMTgwMjgwMTQ5LjAyODMwMjYxMDY1NTEzNTgzODE1MjE3MTU5ODIzNDdlMg==
n01657	MTAwMTU0NzA2MDkxMi4zOTJlLTY3
n01658	LTI2LjY3MDMzZS0zMQ==
n01659	MzExMDU5Njk3MDI3MDIyMjAwNTg1Njg4NjA5NjUwMjg2MjExNDY1Mjg3NDg0NDc4MDE1MjgwODMyNTA4ODU2OTAyLjY5ZS0yMw==
n01660	NDAwNzQ0NDY5OTM0MDA4MDk1MDYzMTc2NTIxMjAyNzk2MjQzNzA4NTgzNDUyNTMyNDQ2MzY5ODQ2OS4zMDkwMDgxNjg5NTg1OGUtODc=
n01661	LTM2ODU2Ny42Nzc4ZS0xNA==
n01662	NDI2NDQ0MTc3MTI3NTI1MjQxMjcyMzQ3MjAyMjMwOTM4MS42MjAyNDIyNzM2NjMwMjQ3ODRlMjY=
n01663	LTM1MTAyMTg5NTk0MTEuODc0MjAwNjc4ODQ0OTc5MWU1Nw==
n01664	LTYwNjEwOTIxMzA1MzkyNjc1OTg4MzYxOC40Mjc1NzMwMDM5NjUxOTI2ODM5NDg4MTA1MjQ0ODIxMTE3MGUtNzY=
n01665	MjcxNTQ0MDYzMjU5OTk4Mjk0OTQxOTg0MzY0Mzc3NjgzODYyMjkwNjgwMTM2NDIxNTE2NTgyMTMyLjE2OWUtMTAw
n01666	NTc4MTQ4Nzk0MzU3OTAzODQ3NjQzMDAwNDEzNDYxMTE4NDU2NjYxMTk4Mzg5OTA4OS45MTcyMTE1MzM3MzI0ODE5MzM0NjY0MmU2Ng==
n01667	LTcwNzIzODA3Nzg2MTMzNTI1NjM5MDA1MjYwMTk1OTkyNTgwMTM3NzU2MjY2OTcxNTE0MDYxOTMzNDYuNzQyM2UtMQ==
n01668	LTk0OTI1MDYwMDQxMjc4NzUuMjk1MjYwMzc5MjQ0MjQ3NDQ2NTI1NzQxNTE2MzI5NDkxNTE2NzEzMDIxMTkwMzcxMDQ0MTZlMTE=
n01669	LTE3NzM2NTU0MTU3NTYxMzU2NTUzMTIuMjA3ODUxNjQxMjkwMjYyNDc5MDI5ODgxMzM3NTkxMzc5ODIyODEyMzAxMjc3NzU3NjE3MDU2NjQ1ZS0zNA==
n01670	LTg0NTI3ODc3ODMxMDg5LjI0NDQ5N2U2OQ==
n01671	LTM3NDgzODgyNzA4Ny4wMzg2MTA0NTMxNTAwNzg3MDk2NjkwMDQyNDE3NTMyMDQxOTY1MTc3Njc3NDU1Njg5ZS03MQ==
n01672	MzI1MzMyNjE5NjgxMS4xOTM0MDY5MTg2ODEzMzU3MjgwOTA0NzkwNTg0MDYwMjY4OTI0MzAwODE2MWUx
n01673	NS42Mjk4MTkwOTQ5MjEzZS01MQ==
n01674	LTYxMi44NjQ1NjYxMTczMTQ1OTg1MTAwNTM1MWUtNDM=
n01675	LjMwOWUyNA==
n01676	LTU2NDM4LjYwNTgxODQxNzczNzMzMDAwNDY0MjYwMjU0MzczMjI4NDEzMzg2OTEyMDU1MjcxMzE1MTMzMjgwMzA2OTA2MTI3NzdlLTc4
n01677	LTAyMjc2ODE0NjU0MTI0MTAzMjM2NDE3NDU1NzY1MTU1Ljc0Nzc1NTk2NWUxNQ==
n01678	MjEzNzI1ODkzNjEzNDM1NTU4NDk1Njc5My4zMTI0MTQ0ODIxMTY4NTk0NzIwNTI3NjU1OGUtNzg=
n01679	LTc0Ny40ODg3ODY3ODQ3NDc4MzQ4MDYxNzk3NzczOTEyNDE1MDYwNTY0NjY5NzY3OTE2OTMxMDIyNTBlLTk2
n01680	LTY5OTA1OTUyMDQ4OTY3NjIxMS4yMDQ4Njc4MDEwZS01OA==
n01681	LTA1NTE4OTk2ODYyNjc4NjgxOTg3OTk4NzQ5NjQ3Ljg5MjYxMzI1MDc1Mzc1NzQxNjc5NTgyMjgwMjcwODMzOWUtODg=
n01682	LS4yMzc5ODAwNzg4Njg4ODI3OTYzMDM1ODg0NjgxNjUwMDg2ODczMDk4ODE1N2U2OA==
n01683	LTU2My44Njg1MzU2MjIxZTU0
n01684	NjE4Mjc0NDY1NzcwNjIxNzk2NjE4NjI1NDQ4NDMzMzE5MDkuNzY3OTQ1ZTI0
n01685	MzQuNTA1NTNlLTQ2
n01686	MDc4Mjk4MTM4LjMwOTU3MzMzMDEzMDE2OTc3NDIxNjc5MTYwNzQ3OTEyMTUyNTcwMjI4MTU4MDQ1MjM1ZS05Mg==
n01687	LTQyNTA2MzI5ODc4NzMzOC4xMjE3OTQ0MjA2MjEwMzQ2Mzg5MzY0ODMxZS0zMQ==
n01688	MDU0MTY0NjU5NTg5ODQ0Mzc5MDQ4MzYxNDAxNDM3OTg4NzEyMC4yNTk4MzMxNTQ4OTQ4NDY2MzBlMA==
n01689	NTg0ODI3NjM3NTY1OTc3MjUzNDkwMjE2MTA2ODgyNjczNDI2NTA4NjM3Nzg2NDUzNTQwNTc0NjAwMTUxMTAyNjk5MjA1MzQ3My5lMjk=
n01690	LTMwNjIzMjIzNzgxNDIzLmUtOTk=
n01691	LTg3ODkxMjc4MTQ2MjY5MDMxMDA4NTIxMDY4MzkzMTY2MTQwOTQ0NjI2Nzk4MDQzNzQxLjEwOTE2ODE2MjgyMTdlNDc=
n01692	NDMuOTU5ODQxN2U5MA==
n01693	LTgzNTA0MTg3MjAzOTE2MTcyMjg1NjM1NDA2MDIyNTE5NjkuNTIwNzAxMzk0ODBlNDQ=
n01694	LTA0OTcwNjk3MzQ0MDIzNTE4MTUuNjI1ODg1OTc5ZS00OQ==
n01695	NjQxNjM3OTM4LjZlLTE1
n01696	LTI4MzQ5NTE0MDcwNzczMzU2ODMwNjY1Ljk0MDcyNTMwMzE1NjI2NzY1MDc0NDMwOTgzMjMzNTYwNzkzMzE4NzIxMjc1ZTg5
n01697	LTIzMDQ3NjYxNjY3NjQ5MDc2LjcwNTM1ODU3NzMyNDk3NTI2NzI3NTE1MTE2NzYyMzI4NWUtNTU=
n01698	NTk0NzQ3MjE5MTI2MjgzLjMyMDg0NDM1ODUxODA0MjYzNDg5MzcxNTA0OTk0OTM3NTE2MTU2NzEyZS00MA==
n01699	Mzk4MTY0NTY3MjM4ODQ1MDYzMTM2MTA2MDY5NS45NTA3MTYwMjAxNDEyMDA2NTQ4MTY0NDc3ODc5MzY4ODMzMTA3MjMwM2U5MA==
n01700	LTgyNDgyMDY1NzU0ODMxNDcwNjcwOTU1NzY4NzM3NjYwLjY1MTA5NTIxOTAyNDQ0OTE2ODk4MjIzODE5MTU4MDY0OTM3ODZlLTE5
n01701	LTE3ODYzNDE3NjMzNzY4NjI1NzAyOTI1NDc1Mjc2MTYxNzIwMDkxNDA0Mjg4NjYxMzc1NjUxNS40NTQyNzI1Njk2OTU2NzY5MTA0Mjk0NTQxNGUtMTEz
n01702	LTU0Njk3NjI0NjY4NjkyMzY5ODQ5NDQyNTczNC40Mzc1ZS05
n01703	LTgyMzc2NzQzLjUzNTk4MDc5NzQ4MjAxMjM5MTUxMjQxMTQ2MzI2MzY0NTcxNDM2MThlNDg=
n01704	MjI3NjUwMjE0MS44MDcxNzU0NTk1Njk3MTU2NDU0MDUzODIzNjQyNTY0MDg2MDBlOTA=
n01705	MDIwODcwOTM1MTMuNzQ2NTE2NTY0Mjg0ZTY2
n01706	LTQzMDE2Ni4zMTU2MTkxNDY4Mjk4NTIzMDYzNzYyNDM3MTcxNjc2NjIyMzkxMjU0MTUwMjc1NTE0MjAwNTU2MzEwNDMxNDQ2MTAwZS02NA==
n01707	LTgwMTM3NzE1NDI3ODk0NzIzMzIzNjkwNTExNDMzODY5OTc1Njc3NjkxMzMxMzQzNDIzLjA0MzYwNDQ4ZS0zNw==
n01708	LTU5OTk4NzE0MDUuNTEwMTY2NjhlLTg=
n01709	LTg5Njk5NDM1NDEzNDkwNjk4ODEuODMwOTAyMDM2MmUzMA==
n01710	LTMyMTYwMjcwNzA2NzcxNDk1LjkwMTk0Mjc5Nzg5MzE2NTc0MjEyMzUyNjMzMjA5NTg0OWUtMTA=
n01711	NzQ3MTU0MzExMDE0MTkwNDg2NjY0NTM1OTMzODEwMjI2NTIwODI2Ljg4MzM1MjU2NjM3ZS05Nw==
n01712	MTA5ODYwNDI3MDYwMzE1NDQ0NjgyMTk2NzA1OTY5Ljc4Njg4NDIzODY4MzEzMTE1ODcyMzg3NzQxZS01NA==
n01713	LTA2ODE1OTE3MDc4MDY2My42NDQ2MjRlLTEwMA==
n01714	LTU5MjcwMDEyLjgxNzQ0NzQ1NTQ0MzIwNDg2MzU0NjAyOTk0MDE2ODg4NTAyMzc5MDY1NTMyNDcxNTI2MTUyMjY3MDEyMDczOTEyMTllMjk=
n01715	LTgyNzQ0MjMyNDU1MDE0OTk0MDY0MzY0Mjg0MzQ4NDkyNTE2OTMwNzA0MjguOTY4OTMzZS0xNQ==
n01716	LTg3NDI0MTUyMDE2MTc2MjA3MDQ5MjM5MjkyNDMzMzQyNjI1NzQ3NjA0NDMzMjUwNjYuOTgxMDEwODMyMTI0ZTQ4
n01717	OTI3MzI3OTg2MzA4OTQxNzQ1NTI3MjI1MjYyMzEuNDkzMzc3NTAxOTZlLTEwNg==
n01718	LTQ2NDkyNTI0NzgyMTM5LjE2NzkwNDI2NjExODMxODczNTYxODI0NjA5MDk5MDk2NjQwNTQ5NjQ2OTc1ZTI1
n01719	NzkyNDUxOTIuNDExNTgyMjQ3OTkyODUxOGU1NA==
n01720	LTAyMC41NzYxOTI3MzYzMDQzMTQ4MDQyOTc4MTk3NDIxMTQyMTcxZS03MQ==
n01721	NTMxMTE2ODAzMDU4NjY1NDM4MDY3MDM4ODA3MjczOC4zMjY3ODUyOTY2ZS00NQ==
n01722	LTgzMjE4NjY0MTk0NTE1NDU0NzAxNC44ODMzNTA2NTA5ODI1Njk0NzA3Nzk3NjI2ODg3NDNlLTExNA==
n01723	LTg3MjA1NzI0LjY3ODU0NjUwOTI2NTcxODA3ODcxZTY=
n01724	MzA3NTAzNjU5NzI1NDE4MDY0OTU4MzU2ODA0NTc2NzczNzUzMDg2MzMwMDIxMTQ5NzI0MDMzMzUzNy40NTUzNDQ3NDU4ODA2ODcxOThlLTY3
n01725	NjE0NzM0NjczOTQ2NTc0OTk2NjYuOTM0Nzc5MjIyNDY0NWUxOA==
n01726	NzAzNDgzNTIuMDg5MTIyNzEyODI4MjcxNTY5NzUwMTcxNDE0OGUtMzM=
n01727	LTExNTU4OTQ3OTIwMTAzNDU1MDk1Nzc0MzM1NzEwNTM0NDk2NDMwMTE0NTMuMTg4NTEwMDE3NzE2NzYyMDkzOTZlODg=
n01728	MjMwNDEzMTQ5NjUwOTI4Njg3NzU2ODUxMjQ3OTQwNzY2NDQ3MC44Njk4NzIzOTcxNDkyNzg0NDc1MDdlLTExOQ==
n01729	NDc5MzY4OTE1MjExNDQ1MDc3MzY1MzQuMTUzMzE5ODgyMTYxNzQ5MTdlOTc=
n01730	LTQxNi4xOTI2MjU1MWU1OA==
n01731	LTg4MzYwOTI2MTc4NC4yODAzOTkyMjExOTExMzU0OTY0MzAxMDQ5NjU2MDIyMTQxMDk4NDgwMDRlNDI=
n01732	LTM5ODgyMjMxNTk3ODMwMTAyMTE5MzY3MjE1NjI2NzIxMjExNDg3MzcxNjcwLjE5NDA1NDFlMjI=
n01733	MzE4MzY5Mzg1NTUyMzg5NDUuNjE2ZTkz
n01734	LjMxNzc1MzE4NjYwNjc0ODM1NTUxNTJlLTE1
n01735	MzgwOTE4NzIyMTkwODc2NjQxNzY1MTk1MDQ3NDU4MjcwNDM0OTguMTkzMjQ5NDI5ZTI0
